"","cps19_age","cps19_gender","cps19_education","pes19_votechoice2019"
"4502",69,"A man","Professional degree or doctorate","Conservative Party"
"4503",43,"A man","Bachelor's degree","Liberal Party"
"4504",78,"A man","Completed secondary/ high school","Green Party"
"4505",70,"A woman","Bachelor's degree","Liberal Party"
"4506",67,"A man","Some university","NDP"
"4507",45,"A woman","Some university","NDP"
"4508",80,"A woman","Bachelor's degree","Liberal Party"
"4509",70,"A man","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"4510",66,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4511",62,"A woman","Bachelor's degree","Conservative Party"
"4512",56,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"4513",72,"A man","Bachelor's degree","NDP"
"4514",76,"A woman","Completed secondary/ high school","Liberal Party"
"4515",55,"A man","Completed secondary/ high school","Liberal Party"
"4516",60,"A man","Completed secondary/ high school","Bloc Qu̩b̩cois"
"4517",74,"A man","Bachelor's degree","Liberal Party"
"4518",65,"A woman","Some university","NDP"
"4519",65,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"4520",36,"A man","Professional degree or doctorate","Liberal Party"
"4521",36,"A woman","Some university","NDP"
"4522",62,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4523",60,"A woman","Some university","Liberal Party"
"4524",58,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4525",36,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"4526",75,"A man","Professional degree or doctorate","NDP"
"4527",73,"A man","Completed secondary/ high school","Don't know / Prefer not to answer"
"4528",72,"A woman","Some university","Green Party"
"4529",70,"A woman","Completed secondary/ high school","NDP"
"4530",79,"A woman","Completed secondary/ high school","Liberal Party"
"4531",58,"A woman","Bachelor's degree","Conservative Party"
"4532",50,"A man","Master's degree","NDP"
"4533",63,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"4534",65,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4535",69,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"4536",26,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4537",71,"A woman","Bachelor's degree","Liberal Party"
"4538",39,"A woman","Some university","Conservative Party"
"4539",71,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4540",62,"A man","Some secondary/ high school","Conservative Party"
"4541",65,"A man","Completed secondary/ high school","Conservative Party"
"4542",40,"A woman","Bachelor's degree","Green Party"
"4543",38,"A man","Master's degree","Conservative Party"
"4544",76,"A woman","Bachelor's degree","Conservative Party"
"4545",59,"A man","Bachelor's degree","Liberal Party"
"4546",75,"A woman","Bachelor's degree","Green Party"
"4547",67,"A man","Master's degree","Liberal Party"
"4548",64,"A man","Bachelor's degree","Liberal Party"
"4549",56,"A woman","Master's degree","Don't know / Prefer not to answer"
"4550",50,"A woman","Completed secondary/ high school","Green Party"
"4551",76,"A woman","Some university","NDP"
"4552",69,"A man","Bachelor's degree","Conservative Party"
"4553",30,"A woman","Bachelor's degree","Conservative Party"
"4554",63,"A man","Completed secondary/ high school","NDP"
"4555",70,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4556",49,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4557",51,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4558",78,"A man","Bachelor's degree","Conservative Party"
"4559",67,"A woman","Bachelor's degree","NDP"
"4560",68,"A woman","Bachelor's degree","Conservative Party"
"4561",63,"A man","Bachelor's degree","Conservative Party"
"4562",64,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4563",35,"A man","Master's degree","Liberal Party"
"4564",39,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4565",48,"A man","Completed secondary/ high school","Conservative Party"
"4566",66,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4567",59,"A man","Completed secondary/ high school","Liberal Party"
"4568",61,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4569",63,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4570",66,"A man","Completed technical, community college, CEGEP, College Classique","People's Party"
"4571",58,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4572",42,"A woman","Completed secondary/ high school","Conservative Party"
"4573",70,"A man","Professional degree or doctorate","Liberal Party"
"4574",61,"A man","Completed secondary/ high school","NDP"
"4575",68,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4576",69,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4577",71,"A man","Master's degree","NDP"
"4578",43,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"4579",73,"A man","Professional degree or doctorate","Conservative Party"
"4580",53,"A man","Master's degree","NDP"
"4581",65,"A woman","Master's degree","Liberal Party"
"4582",70,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4583",81,"A woman","Bachelor's degree","NDP"
"4584",64,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4585",67,"A woman","Bachelor's degree","Liberal Party"
"4586",31,"A man","Bachelor's degree","Don't know / Prefer not to answer"
"4587",35,"A man","Master's degree","Liberal Party"
"4588",69,"A woman","Some university","Liberal Party"
"4589",49,"A woman","Bachelor's degree","Green Party"
"4590",66,"A man","Completed secondary/ high school","Liberal Party"
"4591",75,"A man","Master's degree","Liberal Party"
"4592",68,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4593",50,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4594",60,"A woman","Completed secondary/ high school","Conservative Party"
"4595",58,"A man","Bachelor's degree","Liberal Party"
"4596",62,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"4597",21,"A woman","Some university","NDP"
"4598",65,"A man","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4599",44,"A man","Bachelor's degree","Conservative Party"
"4600",38,"A woman","Completed secondary/ high school","Liberal Party"
"4601",55,"A woman","Some university","Green Party"
"4602",29,"A man","Master's degree","Conservative Party"
"4603",65,"A man","Bachelor's degree","Conservative Party"
"4604",53,"A man","Bachelor's degree","Conservative Party"
"4605",32,"A woman","Some university","NDP"
"4606",68,"A woman","Completed secondary/ high school","Liberal Party"
"4607",65,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"4608",62,"A woman","Some technical, community college, CEGEP, College Classique","People's Party"
"4609",68,"A woman","Completed secondary/ high school","Bloc Qu̩b̩cois"
"4610",44,"A woman","Completed technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4611",45,"A man","Bachelor's degree","Bloc Qu̩b̩cois"
"4612",64,"A woman","Completed secondary/ high school","Conservative Party"
"4613",61,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4614",53,"A woman","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"4615",56,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4616",63,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4617",52,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4618",45,"A woman","Bachelor's degree","NDP"
"4619",26,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Some university","NDP"
"4620",63,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4621",45,"A woman","Some university","Don't know / Prefer not to answer"
"4622",64,"A woman","Completed secondary/ high school","Liberal Party"
"4623",46,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"4624",30,"A woman","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"4625",54,"A man","Completed secondary/ high school","Liberal Party"
"4626",28,"A man","Some university","NDP"
"4627",26,"A woman","Bachelor's degree","Conservative Party"
"4628",36,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4629",26,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4630",19,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4631",76,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"4632",59,"A man","Bachelor's degree","Liberal Party"
"4633",37,"A woman","Some university","Conservative Party"
"4634",69,"A man","Master's degree","Liberal Party"
"4635",30,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4636",58,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"4637",33,"A man","Some technical, community college, CEGEP, College Classique","NDP"
"4638",38,"A man","Some elementary school","Liberal Party"
"4639",39,"A woman","Some university","Liberal Party"
"4640",50,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4641",70,"A man","Some university","Conservative Party"
"4642",58,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"4643",58,"A woman","Completed secondary/ high school","Conservative Party"
"4644",42,"A woman","Bachelor's degree","Liberal Party"
"4645",55,"A woman","Master's degree","Liberal Party"
"4646",66,"A man","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"4647",65,"A woman","Some university","Liberal Party"
"4648",65,"A woman","Bachelor's degree","Liberal Party"
"4649",56,"A woman","Bachelor's degree","Don't know / Prefer not to answer"
"4650",43,"A man","Completed secondary/ high school","Liberal Party"
"4651",27,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"4652",52,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"4653",62,"A man","Completed secondary/ high school","Conservative Party"
